TRAIN_TT,TRAIN_CO,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE
292,98,80,112,260,156,2
247,98,71,140,260,96,2
224,131,92,178,208,120,3
224,98,92,122,260,120,3
292,109,71,133,208,120,2
183,94,104,97,130,80,2
144,70,107,81,169,64,2
183,70,111,84,104,64,3
157,70,111,84,169,104,2
157,78,111,84,104,104,2
144,78,111,84,169,80,2
144,94,107,99,130,64,3
144,78,104,88,130,104,2
157,94,111,112,130,104,2
154,89,70,90,110,65,3
115,67,73,76,143,52,2
154,67,77,78,88,52,3
128,67,77,78,143,84,2
128,74,77,81,88,84,3
115,74,77,81,143,65,2
115,89,73,94,110,52,3
115,74,70,84,110,84,2
128,89,77,109,110,84,2
238,110,81,118,170,115,2
181,83,87,94,221,92,2
238,83,95,99,136,92,2
200,83,95,99,221,149,2
200,92,95,105,136,149,2
181,92,95,105,221,115,2
181,110,87,122,170,92,2
181,92,81,109,170,149,2
200,110,95,146,170,149,2
218,84,78,97,180,80,3
218,84,70,118,234,130,3
218,76,64,109,234,100,3
166,76,64,109,144,130,3
183,84,64,105,234,80,3
183,76,70,90,144,100,3
183,101,64,109,144,80,3
218,101,70,118,144,130,3
183,84,70,118,180,100,3
241,119,143,122,170,105,2
181,89,146,99,221,84,2
241,89,150,105,136,84,3
201,89,150,105,221,136,2
201,99,150,109,136,136,2
181,99,150,109,221,105,2
181,119,146,127,170,84,3
181,99,143,109,170,136,2
201,119,150,137,170,136,1
114,67,59,76,104,55,2
104,67,56,74,104,71,2
134,67,63,84,104,44,2
104,56,59,74,64,44,2
134,50,59,58,80,71,2
114,50,56,71,80,44,2
104,67,63,84,64,55,2
104,50,63,60,80,55,2
134,56,56,65,64,55,2
214,126,85,146,260,125,3
194,126,77,137,260,162,3
255,126,95,168,260,100,3
194,105,85,146,160,100,3
255,94,85,109,200,162,3
214,94,77,137,200,100,3
194,126,95,168,160,125,3
194,94,95,118,200,125,3
255,105,77,127,160,125,3
138,68,66,76,90,48,1
138,68,62,90,117,78,2
138,61,59,84,117,60,1
106,61,59,84,72,78,1
117,68,59,81,117,48,1
117,61,62,71,72,60,1
117,82,59,84,72,48,2
138,82,62,90,72,78,1
117,68,62,90,90,60,2
146,85,91,92,143,65,2
132,85,88,88,143,84,2
173,85,95,105,143,52,2
132,71,91,92,88,52,2
173,64,91,74,110,84,2
146,64,88,84,110,52,2
132,85,95,105,88,65,2
132,64,95,76,110,65,2
173,71,88,81,88,65,2
242,90,106,105,150,72,3
242,90,98,122,195,117,2
242,81,92,112,195,90,2
184,81,92,112,120,117,2
203,90,92,109,195,72,2
203,81,98,94,120,90,2
203,108,92,118,120,72,2
242,108,98,122,120,117,2
203,90,98,122,150,90,1
314,160,126,183,377,205,2
284,160,115,168,377,266,2
375,160,140,221,377,164,2
284,133,126,183,232,164,2
375,120,126,137,290,266,2
314,120,115,168,290,164,2
284,160,140,221,232,205,2
284,120,140,146,290,205,2
375,133,115,155,232,205,2
202,106,147,112,195,105,2
187,106,144,109,195,136,2
233,106,151,122,195,84,2
187,88,147,109,120,84,2
233,79,147,88,150,136,2
202,79,144,99,150,84,2
187,106,151,122,120,105,2
187,79,151,90,150,105,2
233,88,144,97,120,105,2
181,101,68,118,195,90,3
164,101,62,109,195,117,2
215,101,76,137,195,72,3
164,84,68,118,120,72,3
215,76,68,90,150,117,2
181,76,62,109,150,72,3
164,101,76,137,120,90,2
164,76,76,94,150,90,3
215,84,62,105,120,90,2
212,91,139,90,140,95,3
175,68,142,76,182,76,2
212,68,146,76,112,76,3
187,68,146,76,182,123,2
187,76,146,81,112,123,2
175,76,146,81,182,95,2
175,91,142,92,140,76,3
175,76,139,81,140,123,2
187,91,146,99,140,123,2
221,113,108,127,208,100,2
199,113,102,122,208,130,2
265,113,116,146,208,80,3
199,94,108,127,128,80,3
265,85,108,97,160,130,3
221,85,102,118,160,80,3
199,113,116,146,128,100,3
199,85,116,105,160,100,3
265,94,102,112,128,100,3
378,146,139,161,220,145,2
283,110,148,127,286,116,2
378,110,160,133,176,116,3
315,110,160,133,286,188,2
315,122,160,137,176,188,3
283,122,160,137,286,145,2
283,146,148,168,220,116,3
283,122,139,146,220,188,2
315,146,160,196,220,188,3
189,113,81,133,221,130,2
171,113,75,122,221,169,2
225,113,89,150,221,104,2
171,94,81,133,136,104,2
225,85,81,99,170,169,2
189,85,75,122,170,104,2
171,113,89,150,136,130,2
171,85,89,105,170,130,2
225,94,75,112,136,130,2
172,108,64,122,208,115,2
156,108,58,112,208,149,2
204,108,72,140,208,92,2
156,90,64,122,128,92,2
204,81,64,92,160,149,2
172,81,58,112,160,92,2
156,108,72,140,128,115,2
156,81,72,99,160,115,2
204,90,58,109,128,115,2
200,85,112,84,150,90,2
152,64,115,68,195,72,2
200,64,119,71,120,72,3
168,64,119,71,195,117,2
168,71,119,74,120,117,2
152,71,119,74,195,90,2
152,85,115,84,150,72,3
152,71,112,76,150,117,2
168,85,119,92,150,117,2
106,72,34,78,90,60,2
85,54,37,65,117,48,2
106,54,41,68,72,48,3
92,54,41,68,117,78,2
92,60,41,71,72,78,3
85,60,41,71,117,60,2
85,72,37,84,90,48,2
85,60,34,74,90,78,2
92,72,41,94,90,78,3
260,94,128,105,210,132,2
260,94,120,127,273,214,3
260,85,114,118,273,165,3
206,85,114,118,168,214,3
224,94,114,109,273,132,3
224,85,120,97,168,165,3
224,113,114,118,168,132,3
260,113,120,127,168,214,3
224,94,120,127,210,165,3
197,126,68,146,260,130,1
178,126,60,137,260,169,1
234,126,78,168,260,104,2
178,105,68,146,160,104,3
234,94,68,109,200,169,2
197,94,60,137,200,104,2
178,126,78,168,160,130,3
178,94,78,118,200,130,1
234,105,60,127,160,130,2
336,146,84,165,270,150,2
257,110,95,133,351,120,2
336,110,109,137,216,120,2
283,110,109,137,351,195,2
283,122,109,140,216,195,2
257,122,109,140,351,150,2
257,146,95,174,270,120,2
257,122,84,150,270,195,2
283,146,109,207,270,195,2
255,126,77,137,200,130,2
194,94,85,109,260,104,2
255,94,95,118,160,104,2
214,94,95,118,260,169,2
214,105,95,118,160,169,2
194,105,95,118,260,130,2
194,126,85,146,200,104,2
194,105,77,127,200,169,2
214,126,95,168,200,169,2
313,116,153,127,200,150,3
244,87,159,105,260,120,2
313,87,167,109,160,120,3
267,87,167,109,260,195,2
267,97,167,109,160,195,3
244,97,167,109,260,150,2
244,116,159,133,200,120,2
244,97,153,112,200,195,2
267,116,167,150,200,195,2
92,72,37,84,117,65,2
85,72,34,78,117,84,2
106,72,41,94,117,52,3
85,60,37,84,72,52,3
106,54,37,65,90,84,2
92,54,34,78,90,52,3
85,72,41,94,72,65,2
85,54,41,68,90,65,2
106,60,34,74,72,65,2
253,105,98,118,220,128,2
253,105,88,146,286,208,2
253,94,80,137,286,160,2
193,94,80,137,176,208,2
213,105,80,127,286,128,2
213,94,88,109,176,160,2
213,126,80,137,176,128,2
253,126,88,146,176,208,2
213,105,88,146,220,160,2
264,109,103,122,200,120,2
264,109,93,150,260,195,2
264,98,85,140,260,150,2
201,98,85,140,160,195,2
222,109,85,133,260,120,2
222,98,93,112,160,150,2
222,131,85,140,160,120,3
264,131,93,150,160,195,2
222,109,93,150,200,150,2
308,109,163,122,250,124,2
308,109,155,146,325,201,2
308,98,149,133,325,155,2
233,98,149,133,200,201,1
258,109,149,127,325,124,2
258,98,155,112,200,155,2
258,131,149,140,200,124,3
308,131,155,146,200,201,2
258,109,155,146,250,155,1
216,97,82,109,200,100,2
216,97,74,133,260,162,2
216,87,68,122,260,125,2
165,87,68,122,160,162,2
182,97,68,112,260,100,2
182,87,74,99,160,125,2
182,116,68,122,160,100,2
216,116,74,133,160,162,2
182,97,74,133,200,125,2
193,106,50,112,170,105,2
150,79,56,90,221,84,2
193,79,64,97,136,84,3
164,79,64,97,221,136,2
164,88,64,97,136,136,3
150,88,64,97,221,105,2
150,106,56,118,170,84,2
150,88,50,105,170,136,2
164,106,64,140,170,136,2
164,106,56,118,221,105,2
150,106,50,112,221,136,2
193,106,64,140,221,84,2
150,88,56,122,136,84,3
193,79,56,90,170,136,2
164,79,50,112,170,84,3
150,106,64,140,136,105,1
150,79,64,97,170,105,1
193,88,50,105,136,105,1
128,71,57,78,100,48,3
128,71,53,92,130,78,2
128,64,50,84,130,60,2
98,64,50,84,80,78,3
108,71,50,84,130,48,2
108,64,53,74,80,60,3
108,85,50,88,80,48,3
128,85,53,92,80,78,3
108,71,53,92,100,60,3
106,72,34,78,90,50,2
85,54,37,65,117,40,2
106,54,41,68,72,40,3
92,54,41,68,117,65,2
92,60,41,71,72,65,2
85,60,41,71,117,50,2
85,72,37,84,90,40,3
85,60,34,74,90,65,2
92,72,41,94,90,65,3
136,72,81,78,130,70,2
125,72,78,76,130,91,2
159,72,85,88,130,56,2
125,60,81,78,80,56,3
159,54,81,60,100,91,2
136,54,78,74,100,56,2
125,72,85,88,80,70,3
125,54,85,65,100,70,2
159,60,78,71,80,70,2
203,74,83,105,130,72,3
203,74,75,122,169,117,3
203,67,69,112,169,90,3
155,67,69,112,104,117,3
171,74,69,109,169,72,3
171,67,75,92,104,90,3
171,89,69,118,104,72,3
203,89,75,122,104,117,3
171,74,75,122,130,90,3
164,106,56,118,221,105,2
150,106,50,112,221,136,2
193,106,64,140,221,84,3
150,88,56,122,136,84,3
193,79,56,90,170,136,2
164,79,50,112,170,84,3
150,106,64,140,136,105,3
150,79,64,97,170,105,2
193,88,50,105,136,105,2
153,74,79,81,110,44,3
153,74,75,94,143,71,2
153,67,72,88,143,55,2
119,67,72,88,88,71,3
130,74,72,84,143,44,2
130,67,75,76,88,55,3
130,89,72,92,88,44,3
153,89,75,94,88,71,3
130,74,75,94,110,55,3
228,90,127,105,150,76,3
228,90,119,127,195,123,2
228,81,113,118,195,95,2
176,81,113,118,120,123,3
193,90,113,109,195,76,2
193,81,119,97,120,95,3
193,108,113,118,120,76,3
228,108,119,127,120,123,3
193,90,119,127,150,95,3
149,91,94,97,143,50,2
134,91,91,94,143,65,2
179,91,98,109,143,40,3
134,76,94,97,88,40,3
179,68,94,78,110,65,3
149,68,91,90,110,40,3
134,91,98,109,88,50,3
134,68,98,81,110,50,3
179,76,91,84,88,50,3
166,85,86,88,100,65,3
124,64,89,74,130,52,2
166,64,93,76,80,52,3
138,64,93,76,130,84,2
138,71,93,78,80,84,2
124,71,93,78,130,65,2
124,85,89,92,100,52,3
124,71,86,81,100,84,2
138,85,93,105,100,84,3
270,119,113,127,190,140,2
205,89,119,105,247,112,2
270,89,127,109,152,112,3
227,89,127,109,247,182,2
227,99,127,112,152,182,2
205,99,127,112,247,140,2
205,119,119,137,190,112,2
205,99,113,118,190,182,2
227,119,127,155,190,182,2
224,113,74,122,170,115,2
170,85,80,97,221,92,2
224,85,88,105,136,92,3
188,85,88,105,221,149,2
188,94,88,105,136,149,2
170,94,88,105,221,115,2
170,113,80,127,170,92,2
170,94,74,112,170,149,2
188,113,88,146,170,149,2
106,72,34,78,90,70,2
85,54,37,65,117,56,2
106,54,41,68,72,56,2
92,54,41,68,117,91,2
92,60,41,71,72,91,2
85,60,41,71,117,70,2
85,72,37,84,90,56,2
85,60,34,74,90,91,2
92,72,41,94,90,91,2
114,65,46,71,90,60,3
114,65,42,84,117,97,2
114,58,39,81,117,75,2
88,58,39,81,72,97,3
97,65,39,76,117,60,2
97,58,42,68,72,75,2
97,78,39,81,72,60,3
114,78,42,84,72,97,2
97,65,42,84,90,75,2
100,78,45,88,156,60,2
90,78,42,84,156,78,2
120,78,49,99,156,48,3
90,65,45,88,96,48,2
120,58,45,68,120,78,2
100,58,42,81,120,48,2
90,78,49,99,96,60,2
90,58,49,71,120,60,3
120,65,42,76,96,60,2
118,56,70,78,100,48,3
118,56,66,92,130,78,3
118,50,63,84,130,60,3
91,50,63,84,80,78,3
100,56,63,84,130,48,3
100,50,66,74,80,60,3
100,67,63,88,80,48,3
118,67,66,92,80,78,3
100,56,66,92,100,60,3
292,109,92,122,260,132,2
292,109,80,155,338,214,2
292,98,71,140,338,165,2
224,98,71,140,208,214,3
247,109,71,133,338,132,2
247,98,80,112,208,165,2
247,131,71,140,208,132,3
292,131,80,150,208,214,2
247,109,80,155,260,165,2
247,131,80,150,260,140,3
224,131,71,140,260,182,2
292,131,92,178,260,112,3
224,109,80,155,160,112,3
292,98,80,112,200,182,2
247,98,71,140,200,112,2
224,131,92,178,160,140,3
224,98,92,122,200,140,1
292,109,71,133,160,140,2
210,106,63,112,170,110,2
160,79,69,92,221,88,2
210,79,77,97,136,88,3
177,79,77,97,221,143,2
177,88,77,99,136,143,3
160,88,77,99,221,110,2
160,106,69,122,170,88,2
160,88,63,105,170,143,2
177,106,77,140,170,143,2
193,108,117,118,247,125,2
175,108,112,112,247,162,2
230,108,123,133,247,100,2
175,90,117,112,152,100,3
230,81,117,92,190,162,2
193,81,112,105,190,100,2
175,108,123,133,152,125,3
175,81,123,94,190,125,2
230,90,112,105,152,125,3
141,65,68,74,120,56,3
141,65,64,88,156,91,2
141,58,61,81,156,70,2
108,58,61,81,96,91,3
119,65,61,76,156,56,2
119,58,64,68,96,70,3
119,78,61,84,96,56,3
141,78,64,88,96,91,2
119,65,64,88,120,70,3
200,76,116,81,150,84,2
200,76,112,90,195,136,2
200,68,109,84,195,105,2
150,68,109,84,120,136,3
167,76,109,84,195,84,2
167,68,112,76,120,105,3
167,91,109,92,120,84,3
200,91,112,94,120,136,3
167,76,112,90,150,105,2
335,134,106,150,280,220,2
254,101,115,118,364,176,2
335,101,127,127,224,176,3
281,101,127,127,364,286,2
281,112,127,133,224,286,3
254,112,127,133,364,220,2
254,134,115,161,280,176,2
254,112,106,137,280,286,2
281,134,127,187,280,286,2
324,146,103,168,270,160,2
246,110,114,137,351,128,2
324,110,128,140,216,128,2
272,110,128,140,351,208,2
272,122,128,146,216,208,2
246,122,128,146,351,160,2
246,146,114,178,270,128,2
246,122,103,155,270,208,2
272,146,128,211,270,208,2
209,233,101,266,234,120,2
189,233,95,245,234,156,2
249,233,109,301,234,96,2
189,194,101,266,144,96,3
249,175,101,198,180,156,2
209,175,95,245,180,96,2
189,233,109,301,144,120,3
189,175,109,210,180,120,2
249,194,95,225,144,120,3
273,262,94,281,230,145,2
207,196,102,225,299,116,2
273,196,112,245,184,116,3
229,196,112,245,299,188,2
229,218,112,245,184,188,2
207,218,112,245,299,145,2
207,262,102,301,230,116,2
207,218,94,266,230,188,2
229,262,112,357,230,188,2
200,252,71,281,247,140,3
182,252,63,266,247,182,2
236,252,81,337,247,112,3
182,210,71,293,152,112,2
236,189,71,218,190,182,2
200,189,63,266,190,112,3
182,252,81,337,152,140,3
182,189,81,225,190,140,2
236,210,63,245,152,140,3
148,130,72,147,100,52,3
148,130,68,176,130,84,2
148,117,65,167,130,65,2
111,117,65,167,80,84,3
123,130,65,155,130,52,2
123,117,68,136,80,65,3
123,156,65,167,80,52,3
148,156,68,176,80,84,3
123,130,68,176,100,65,3
185,194,109,210,208,95,3
167,194,104,198,208,123,3
220,194,115,237,208,76,3
167,162,109,210,128,76,3
220,146,109,167,160,123,3
185,146,104,194,160,76,3
167,194,115,237,128,95,3
167,146,115,169,160,95,3
220,162,104,184,128,95,3
134,170,58,184,169,75,3
122,170,53,176,169,97,3
159,170,64,218,169,60,3
122,142,58,184,104,60,3
159,128,58,147,130,97,3
134,128,53,176,130,60,3
122,170,64,218,104,75,3
122,128,64,153,130,75,3
159,142,53,162,104,75,3
193,211,50,225,170,95,2
150,158,56,181,221,76,2
193,158,64,194,136,76,3
164,158,64,194,221,123,2
164,176,64,194,136,123,3
150,176,64,194,221,95,2
150,211,56,237,170,76,3
150,176,50,210,170,123,2
164,211,64,281,170,123,3
193,176,64,194,200,104,3
193,176,56,245,260,169,2
193,158,50,225,260,130,2
150,158,50,225,160,169,2
164,176,50,210,260,104,2
164,158,56,181,160,130,2
164,211,50,225,160,104,2
193,211,56,237,160,169,2
164,176,56,245,200,130,2
225,176,96,198,170,96,2
225,176,88,245,221,156,2
225,158,82,225,221,120,2
182,158,82,225,136,156,3
196,176,82,210,221,96,2
196,158,88,184,136,120,3
196,211,82,225,136,96,3
225,211,88,245,136,156,3
196,176,88,245,170,120,2
236,252,63,266,190,150,2
182,189,71,218,247,120,2
236,189,81,225,152,120,2
200,189,81,225,247,195,2
200,210,81,237,152,195,3
182,210,81,237,247,150,2
182,252,71,281,190,120,3
182,210,63,245,190,195,2
200,252,81,337,190,195,3
373,237,205,266,260,132,2
373,237,195,322,338,214,2
373,213,187,293,338,165,2
299,213,187,293,208,214,3
324,237,187,281,338,132,2
324,213,195,245,208,165,3
324,284,187,301,208,132,3
373,284,195,322,208,214,3
324,237,195,322,260,165,3
146,136,55,153,120,64,2
146,136,49,181,156,104,2
146,122,44,169,156,80,2
114,122,44,169,96,104,2
125,136,44,155,156,64,2
125,122,49,142,96,80,3
125,163,44,169,96,64,3
146,163,49,181,96,104,2
125,136,49,181,120,80,3
224,189,88,210,200,108,3
224,189,80,254,260,175,1
224,170,74,237,260,135,3
170,170,74,237,160,175,1
188,189,74,225,260,108,1
188,170,80,194,160,135,2
188,227,74,245,160,108,3
224,227,80,254,160,175,3
188,189,80,254,200,135,1
243,221,167,237,260,125,2
223,221,162,225,260,162,2
283,221,173,266,260,100,2
223,184,167,237,160,100,2
283,166,167,184,200,162,2
243,166,162,218,200,100,2
223,221,173,266,160,125,2
223,166,173,194,200,125,2
283,184,162,210,160,125,2
215,181,130,194,150,80,3
215,181,126,218,195,130,2
215,163,123,210,195,100,3
164,163,123,210,120,130,2
181,181,123,198,195,80,2
181,163,126,181,120,100,2
181,217,123,218,120,80,3
215,217,126,225,120,130,3
181,181,126,218,150,100,3
162,194,113,210,182,85,2
150,194,110,198,182,110,2
186,194,117,225,182,68,3
150,162,113,198,112,68,3
186,146,113,162,140,110,3
162,146,110,184,140,68,3
150,194,117,225,112,85,3
150,146,117,169,140,85,2
186,162,110,181,112,85,3
236,252,63,266,210,120,3
182,189,71,218,273,96,2
236,189,81,225,168,96,3
200,189,81,225,273,156,2
200,210,81,237,168,156,3
182,210,81,237,273,120,2
182,252,71,281,210,96,3
182,210,63,245,210,156,3
200,252,81,337,210,156,3
195,221,87,245,195,80,2
176,221,81,237,195,104,2
232,221,95,293,195,64,2
176,184,87,254,120,64,3
232,166,87,189,150,104,2
195,166,81,237,150,64,3
176,221,95,293,120,80,3
176,166,95,198,150,80,3
232,184,81,218,120,80,3
138,142,66,155,90,44,3
138,142,62,181,117,71,2
138,128,59,169,117,55,2
106,128,59,169,72,71,3
117,142,59,162,117,44,2
117,128,62,147,72,55,3
117,170,59,176,72,44,3
138,170,62,184,72,71,3
117,142,62,181,90,55,3
231,203,108,237,140,90,3
180,152,114,189,182,72,3
231,152,122,198,112,72,3
197,152,122,198,182,117,3
197,169,122,210,112,117,3
180,169,122,210,182,90,3
180,203,114,245,140,72,3
180,169,108,218,140,117,3
197,203,122,281,140,117,3
140,130,67,147,100,52,2
140,130,63,176,130,84,2
140,117,60,162,130,65,2
107,117,60,162,80,84,3
118,130,60,153,130,52,2
118,117,63,136,80,65,3
118,156,60,167,80,52,3
140,156,63,176,80,84,3
118,130,63,176,100,65,3
106,119,41,142,80,44,3
106,119,37,167,104,71,2
106,107,34,155,104,55,2
85,107,34,155,64,71,3
92,119,34,147,104,44,2
92,107,37,130,64,55,3
92,143,34,155,64,44,3
106,143,37,167,64,71,3
92,119,37,167,80,55,3
92,143,37,167,117,65,3
85,143,34,155,117,84,2
106,143,41,189,117,52,3
85,119,37,167,72,52,3
106,107,37,130,90,84,2
92,107,34,155,90,52,3
85,143,41,189,72,65,3
85,107,41,136,90,65,3
106,119,34,147,72,65,3
178,176,69,184,130,85,3
136,132,74,153,169,68,2
178,132,80,162,104,68,3
150,132,80,162,169,110,2
150,147,80,167,104,110,3
136,147,80,167,169,85,2
136,176,74,194,130,68,3
136,147,69,169,130,110,2
150,176,80,225,130,110,3
161,184,78,184,120,75,3
123,138,81,153,156,60,2
161,138,85,162,96,60,3
136,138,85,162,156,97,2
136,153,85,167,96,97,2
123,153,85,167,156,75,1
123,184,81,194,120,60,3
123,153,78,169,120,97,2
136,184,85,218,120,97,3
234,211,84,225,160,115,2
188,158,90,184,208,92,2
234,158,98,194,128,92,3
203,158,98,194,208,149,2
203,176,98,198,128,149,2
188,176,98,198,208,115,2
188,211,90,237,160,92,2
188,176,84,210,160,149,2
203,211,98,274,160,149,2
336,294,84,330,320,185,2
257,220,95,266,416,148,2
336,220,109,274,256,148,2
283,220,109,274,416,240,2
283,245,109,281,256,240,2
257,245,109,281,416,185,2
257,294,95,349,320,148,2
257,245,84,301,320,240,2
283,294,109,414,320,240,2
189,136,114,147,120,60,3
189,136,110,167,156,97,3
189,122,107,155,156,75,2
153,122,107,155,96,97,3
165,136,107,153,156,60,2
165,122,110,136,96,75,3
165,163,107,167,96,60,3
189,163,110,169,96,97,3
165,136,110,167,120,75,3
123,156,52,167,90,55,3
95,117,55,136,117,44,3
123,117,59,142,72,44,3
104,117,59,142,117,71,3
104,130,59,147,72,71,3
95,130,59,147,117,55,3
95,156,55,176,90,44,3
95,130,52,155,90,71,3
104,156,59,198,90,71,3
102,163,47,176,117,60,2
92,163,44,167,117,78,2
122,163,51,198,117,48,3
92,136,47,176,72,48,3
122,122,47,142,90,78,2
102,122,44,167,90,48,2
92,163,51,198,72,60,3
92,122,51,147,90,60,2
122,136,44,155,72,60,2
112,163,57,176,104,55,3
101,163,54,167,104,71,2
134,163,61,198,104,44,3
101,136,57,176,64,44,3
134,122,57,142,80,71,2
112,122,54,167,80,44,3
101,163,61,198,64,55,3
101,122,61,147,80,55,3
134,136,54,155,64,55,3
298,184,148,210,180,108,3
298,184,140,254,234,175,2
298,166,134,237,234,135,2
223,166,134,237,144,175,3
248,184,134,218,234,108,2
248,166,140,194,144,135,3
248,221,134,237,144,108,3
298,221,140,254,144,175,3
248,184,140,254,180,135,2
145,184,93,194,182,75,2
131,184,90,184,182,97,2
172,184,97,218,182,60,2
131,153,93,189,112,60,3
172,138,93,155,140,97,2
145,138,90,181,140,60,2
131,184,97,218,112,75,3
131,138,97,162,140,75,2
172,153,90,169,112,75,3
174,147,94,162,100,40,3
174,147,90,184,130,65,3
174,132,87,176,130,50,2
130,132,87,176,80,65,3
145,147,87,167,130,40,2
145,132,90,147,80,50,3
145,176,87,181,80,40,3
174,176,90,189,80,65,3
145,147,90,184,100,50,3
108,170,53,184,130,65,2
98,170,50,176,130,84,2
128,170,57,210,130,52,2
98,142,53,184,80,52,3
128,128,53,147,100,84,2
108,128,50,169,100,52,2
98,170,57,210,80,65,3
98,128,57,153,100,65,3
128,142,50,167,80,65,3
118,89,67,153,70,36,3
118,89,63,181,91,58,3
118,80,60,167,91,45,3
91,80,60,167,56,58,3
100,89,60,155,91,36,3
100,80,63,142,56,45,3
100,107,60,169,56,36,3
118,107,63,181,56,58,3
100,89,63,181,70,45,3
